episode,mean_absolute_residual,max_absolute_residual,mean_effective_set_std,median_effective_set_spread,collapse_rate
68,1.8984428251656027e-08,8.42846930027008e-08,0.08416962591931224,0.3005094975233078,0.0
69,1.774900759698994e-08,6.472691893577576e-08,0.06847398518119008,0.2794579863548279,0.0
70,1.4946271775784226e-08,6.472691893577576e-08,0.0809361743554473,0.2765425741672516,0.06
71,1.484324485545585e-08,5.2619725465774536e-08,0.0745912454649806,0.26605917513370514,0.0
72,1.5946861608995277e-08,5.192123353481293e-08,0.06553272500634194,0.24511058628559113,0.0
73,1.3330336834371792e-08,4.6100467443466187e-08,0.060847651679068804,0.22191815823316574,0.0
74,1.4217802934979318e-08,5.564652383327484e-08,0.05645345777273178,0.21171122789382935,0.0
75,1.2636155233280988e-08,5.343463271856308e-08,0.050101760802790524,0.19515030086040497,0.0
76,1.2835634777275118e-08,4.44706529378891e-08,0.048132775295816825,0.20024652034044266,0.03
77,1.2399177684585538e-08,5.3551048040390015e-08,0.05831407816149294,0.21262699365615845,0.0
78,9.900141151319986e-09,3.725290298461914e-08,0.04797257215715945,0.19950110465288162,0.03
79,9.660380051457196e-09,3.91155481338501e-08,0.05337969665415585,0.21939203143119812,0.09
80,1.152220630018519e-08,5.075708031654358e-08,0.07352448450401425,0.28081007301807404,0.0
81,1.0844814823940396e-08,4.819594323635101e-08,0.06736050395295023,0.2695252299308777,0.09
82,1.2118398728944157e-08,7.404014468193054e-08,0.07663314251229167,0.3210799992084503,0.06
83,1.0471994826843911e-08,4.237517714500427e-08,0.0688161057070829,0.27271439135074615,0.0
84,1.057575005347644e-08,4.9476511776447296e-08,0.0818058443069458,0.30179767310619354,0.0
85,9.73130198644867e-09,5.075708031654358e-08,0.07443694584071636,0.27866101264953613,0.055
86,7.716661976076011e-09,4.6566128730773926e-08,0.06369080651551486,0.2651982754468918,0.15
87,7.059934414854752e-09,3.026798367500305e-08,0.06938713381066919,0.23986387997865677,0.0
88,6.998015944503777e-09,4.563480615615845e-08,0.06129251815378666,0.2049468830227852,0.0
89,7.069320240304933e-09,4.353933036327362e-08,0.053657860974781216,0.1975342482328415,0.0
90,7.865310180932283e-09,3.14321368932724e-08,0.04592709897144232,0.18152392655611038,0.0
91,6.998889023890342e-09,3.3993273973464966e-08,0.04667101056780666,0.17726804316043854,0.0
92,7.031194293460885e-09,3.073364496231079e-08,0.04145653218030929,0.16177236288785934,0.0
93,6.443224176422291e-09,3.562308847904205e-08,0.031268083949107676,0.14126281440258026,0.14
94,6.124546203523096e-09,3.632158041000366e-08,0.03201236989814788,0.12844377756118774,0.15
95,7.022499470821231e-09,3.4924596548080444e-08,0.04086902865208685,0.1424212008714676,0.0
96,5.962938143255769e-09,2.759043127298355e-08,0.03818081320030615,0.14599882066249847,0.0
97,5.109686895821142e-09,4.330649971961975e-08,0.03643671313533559,0.1486445814371109,0.17
98,5.502206690266576e-09,2.293381839990616e-08,0.038600503080524505,0.14514251798391342,0.005
99,5.342299047583765e-09,3.771856427192688e-08,0.03851798078045249,0.14843329787254333,0.0
100,4.714456824927993e-09,3.306195139884949e-08,0.0435411602538079,0.15316303074359894,0.0
101,3.5352787364217875e-09,2.1420419216156006e-08,0.03560382192023098,0.12862922251224518,0.0
102,3.1294076219268163e-09,1.816079020500183e-08,0.03623694843612611,0.1213444322347641,0.0
103,3.3215996619873067e-09,1.909211277961731e-08,0.03130088238045573,0.11363053321838379,0.0
104,2.8319482314742572e-09,1.885928213596344e-08,0.03807716138195247,0.1407463252544403,0.165
105,3.4604454857145583e-09,1.862645149230957e-08,0.04486849253997207,0.1580992341041565,0.03
106,3.902095979668729e-09,3.4691765904426575e-08,0.04109256217256188,0.1695638969540596,0.09
107,5.364199751056731e-09,3.119930624961853e-08,0.045400918666273354,0.19566763937473297,0.08
108,6.4629421814288435e-09,3.725290298461914e-08,0.056163556249812244,0.22301586717367172,0.005
109,6.104819316732346e-09,3.306195139884949e-08,0.053308840394020084,0.24846119433641434,0.145
110,6.615300751633413e-09,2.7939677238464355e-08,0.05783228540793061,0.2550906240940094,0.105
111,8.543265650473586e-09,4.1443854570388794e-08,0.07205175269395113,0.30358317494392395,0.0
112,9.05594799149867e-09,3.725290298461914e-08,0.07560619117692113,0.31666871905326843,0.0
113,9.929354227722342e-09,4.6566128730773926e-08,0.0681962049473077,0.29703763127326965,0.0
114,8.882779845009736e-09,3.958120942115784e-08,0.05846044607460499,0.25857430696487427,0.0
115,7.734634266398643e-09,4.516914486885071e-08,0.06014535623602569,0.24156943708658218,0.0
116,5.9427112120147285e-09,3.166496753692627e-08,0.0469533297768794,0.21546193957328796,0.19
117,7.570861271233298e-09,3.213062882423401e-08,0.05602473793085665,0.25592847168445587,0.0
118,7.59227081204017e-09,3.827153705060482e-08,0.07327053643763065,0.315896600484848,0.0
119,6.643440464415562e-09,3.14321368932724e-08,0.06946003568358719,0.3072722256183624,0.005
120,4.969847200442246e-09,2.922024577856064e-08,0.07214468996040523,0.31800760328769684,0.0
121,4.100838779663718e-09,2.287561073899269e-08,0.06788769880309702,0.28769345581531525,0.0
122,4.410794840481458e-09,1.8742866814136505e-08,0.06082132689654827,0.2564998269081116,0.0
123,3.102734291715592e-09,2.057640813291073e-08,0.05724706723354757,0.25237829983234406,0.0
124,3.896011513404574e-09,2.421438694000244e-08,0.05977154698222876,0.2616357356309891,0.0
125,5.8202749286806466e-09,3.119930624961853e-08,0.05929646558593959,0.26388096809387207,0.0
126,5.941328762304465e-09,4.1211023926734924e-08,0.05031157820485532,0.24989068508148193,0.195
127,7.0549051045532e-09,4.563480615615845e-08,0.046940701119601726,0.2356659322977066,0.165
128,7.369671983781245e-09,3.259629011154175e-08,0.055272204848006365,0.2363397479057312,0.115
129,7.491016695837516e-09,5.21540641784668e-08,0.04060874023474753,0.17377454042434692,0.115
130,5.602606822918688e-09,2.7939677238464355e-08,0.040507177752442655,0.17597057670354843,0.09
131,6.2709295534091325e-09,4.1443854570388794e-08,0.033083460554480554,0.13295982778072357,0.09
132,4.9737720608789004e-09,3.213062882423401e-08,0.03434242867399007,0.14217659085988998,0.15
133,5.876517938929737e-09,3.050081431865692e-08,0.032659368570894,0.13843082636594772,0.0
134,4.416615517754963e-09,3.119930624961853e-08,0.03317724579726928,0.15098146349191666,0.17
135,5.49265699589796e-09,3.026798367500305e-08,0.04135421838145703,0.17005568742752075,0.0
136,6.62514132443448e-09,3.207242116332054e-08,0.04480789153836667,0.1854240447282791,0.0
137,6.051559253705818e-09,3.213062882423401e-08,0.05371889040805399,0.20969848334789276,0.0
138,5.5860800429741175e-09,2.8870999813079834e-08,0.042202602634206415,0.18864726275205612,0.15
139,7.0173791222316595e-09,3.562308847904205e-08,0.05658692606724799,0.238294780254364,0.01
140,6.888010162242608e-09,3.3993273973464966e-08,0.04954777399543673,0.20744432508945465,0.0
141,7.893122599966773e-09,3.3527612686157227e-08,0.06046064216643572,0.25118453800678253,0.0
142,6.3996594690252095e-09,3.608874976634979e-08,0.056158450217917565,0.22827360033988953,0.14
143,7.114504096961127e-09,3.189779818058014e-08,0.055945781767368315,0.2459009736776352,0.17
144,8.554561503615332e-09,3.4924596548080444e-08,0.06935479394625872,0.2559034824371338,0.0
145,9.458835492637263e-09,4.98257577419281e-08,0.060977149060927334,0.24872378259897232,0.0
146,9.96158622257326e-09,5.005858838558197e-08,0.060916484436020255,0.23788733035326004,0.0
147,9.738141848458781e-09,4.423782229423523e-08,0.06768424160778523,0.26008938252925873,0.0
148,9.787617827328177e-09,3.3993273973464966e-08,0.06723273639567197,0.27156220376491547,0.0
149,9.315408888710408e-09,5.634501576423645e-08,0.06979776120278984,0.2934896796941757,0.0
150,1.0245130077635167e-08,4.1443854570388794e-08,0.08378586143255234,0.33631326258182526,0.0
151,1.0831281649359426e-08,5.681067705154419e-08,0.079268116382882,0.34880611300468445,0.0
152,1.0132789718397817e-08,5.029141902923584e-08,0.09666996078565716,0.43012741208076477,0.075
153,1.0236253622508684e-08,4.0978193283081055e-08,0.11874899180606008,0.4866251051425934,0.035
154,1.2880191135877794e-08,8.195638656616211e-08,0.11273407467640936,0.4471215307712555,0.0
155,1.0165967623265715e-08,4.470348358154297e-08,0.11538452948443592,0.4851366728544235,0.0
156,9.813597934282825e-09,5.029141902923584e-08,0.10435037111863493,0.4084432125091553,0.0
157,1.0217772405951564e-08,4.842877388000488e-08,0.09352229215204716,0.3985348492860794,0.005
158,8.721927180488365e-09,4.190951585769653e-08,0.08694776197895408,0.36821413040161133,0.005
159,8.397583073360693e-09,4.842877388000488e-08,0.06253438790328801,0.3065222501754761,0.19
160,9.742507245391607e-09,3.91155481338501e-08,0.06352054392918945,0.284125491976738,0.0
161,8.914794236147827e-09,4.423782229423523e-08,0.05250576105900109,0.22515984624624252,0.03
162,8.932293127372759e-09,4.7497451305389404e-08,0.04907742460723966,0.19981317967176437,0.0
163,8.448914456948842e-09,3.67872416973114e-08,0.0552080728020519,0.23703935742378235,0.03
164,6.5835776830169834e-09,4.0978193283081055e-08,0.04896432645618916,0.23479434102773666,0.17
165,8.991159816673644e-09,3.864988684654236e-08,0.05407502408139408,0.22656287997961044,0.0
166,7.225389619947009e-09,4.516914486885071e-08,0.04962089330889285,0.22278673946857452,0.1
167,8.286987984718053e-09,3.934837877750397e-08,0.06504239683039487,0.27302806079387665,0.0
168,8.117622130043856e-09,3.748573362827301e-08,0.05681228687055409,0.2336844652891159,0.075
169,1.0879521283868598e-08,5.122274160385132e-08,0.07862694131210446,0.32401441037654877,0.0
170,1.1202064165161119e-08,6.845220923423767e-08,0.08205739534460008,0.3443518280982971,0.0
171,1.2908349056317547e-08,5.960464477539063e-08,0.0836964806355536,0.35235151648521423,0.0
172,9.881041762582754e-09,3.958120942115784e-08,0.06894976671785116,0.35024505853652954,0.17
173,1.1385700382504638e-08,5.4016709327697754e-08,0.07344581380020827,0.34423860907554626,0.055
174,1.2011151184765367e-08,4.6100467443466187e-08,0.08116605172865093,0.33153825998306274,0.0
175,1.2399991256017984e-08,5.052424967288971e-08,0.07428121497854591,0.3059139996767044,0.0
176,1.3804456244770336e-08,6.030313670635223e-08,0.07366854733554647,0.30715036392211914,0.0
177,1.2129458326626263e-08,9.080395102500916e-08,0.07641100411303342,0.2912827581167221,0.0
178,1.38353062340002e-08,5.960464477539063e-08,0.08214306944981217,0.3095669150352478,0.0
179,1.4394390568384097e-08,7.776543498039246e-08,0.07391285072779283,0.29044924676418304,0.0
180,1.3482858385316376e-08,5.4016709327697754e-08,0.06646050378214569,0.238887257874012,0.03
181,1.3209865201702087e-08,5.8906152844429016e-08,0.07254601703956723,0.2990676462650299,0.065
182,1.4667748793328883e-08,7.404014468193054e-08,0.079053885769099,0.3045679032802582,0.0
183,1.7002385277464782e-08,8.009374141693115e-08,0.07436395619064569,0.3089100122451782,0.0
184,1.3557400535546549e-08,7.82310962677002e-08,0.07922050008550287,0.32239942252635956,0.1
185,1.5520418727987817e-08,5.634501576423645e-08,0.0730186393740587,0.3318178057670593,0.105
186,1.5757541049765678e-08,8.42846930027008e-08,0.07101250682026147,0.2960267663002014,0.1
187,1.69095066837599e-08,8.847564458847046e-08,0.0857394964620471,0.3358052372932434,0.0
188,1.7531656126834605e-08,6.565824151039124e-08,0.08098828664049507,0.32905834913253784,0.0
189,1.8177598093416236e-08,7.404014468193054e-08,0.07616662859451026,0.3128368407487869,0.0
190,1.4564284001039596e-08,7.078051567077637e-08,0.08547843378968537,0.3387686610221863,0.0
191,1.5262775932001205e-08,6.379559636116028e-08,0.08256572538986802,0.35319462418556213,0.03
192,1.501313739993293e-08,5.173205863684416e-08,0.08830013218801469,0.3710690587759018,0.01
193,1.555206807779541e-08,8.102506399154663e-08,0.08654511583037675,0.36305248737335205,0.0
194,1.7150886932881804e-08,1.0803341865539551e-07,0.08432655973359943,0.3521244376897812,0.005
195,1.6940466807113808e-08,6.938353180885315e-08,0.10703633960336446,0.4188569039106369,0.0
196,1.7038001232094757e-08,7.82310962677002e-08,0.09320795560721308,0.3882647603750229,0.0
197,1.8338488061431235e-08,6.379559636116028e-08,0.0999675833620131,0.393526092171669,0.0
198,1.5772675610037368e-08,6.705522537231445e-08,0.08191309933550656,0.33971288800239563,0.08
199,1.3035860391141796e-08,6.332993507385254e-08,0.0691330330260098,0.2865566909313202,0.195
200,1.5003788433887166e-08,6.05359673500061e-08,0.09367250269278884,0.35378627479076385,0.0
201,1.4086981359184847e-08,8.754432201385498e-08,0.077020048154518,0.3105185031890869,0.06
202,1.4677643989102762e-08,5.541369318962097e-08,0.07959740102291107,0.30624520778656006,0.0
203,1.647349634481543e-08,5.634501576423645e-08,0.08600066043436527,0.32414980232715607,0.0
204,1.7219209169638816e-08,8.66129994392395e-08,0.08304566451348365,0.3468172550201416,0.02
205,1.5526019581102446e-08,6.193295121192932e-08,0.10418543126434088,0.39048103988170624,0.06
206,1.688560580248577e-08,6.705522537231445e-08,0.10000543923117221,0.40319184958934784,0.0
207,1.8296704595854862e-08,7.962808012962341e-08,0.09867105327546596,0.44003111124038696,0.065
208,1.5757068538846397e-08,6.28642737865448e-08,0.10386297037824989,0.4565732628107071,0.095
209,1.7861312429090503e-08,7.450580596923828e-08,0.13258098850026726,0.4936824440956116,0.0
210,1.5062141756061465e-08,6.798654794692993e-08,0.10796058770269155,0.4525141417980194,0.1
211,1.4984033569476196e-08,6.891787052154541e-08,0.10258815249428153,0.43172499537467957,0.09
212,1.618376721523873e-08,7.35744833946228e-08,0.10490092124789953,0.4297674894332886,0.0
213,1.7027049992179855e-08,6.658956408500671e-08,0.09565050632692873,0.38884149491786957,0.0
214,1.5778931938825735e-08,5.8673322200775146e-08,0.10092703992500901,0.39764726161956787,0.0
215,1.634616708656722e-08,5.960464477539063e-08,0.0856059113331139,0.3702131509780884,0.0
216,1.532243842916614e-08,6.426125764846802e-08,0.09616051573306322,0.39211639761924744,0.0
217,1.4300457706895031e-08,6.984919309616089e-08,0.0938853320851922,0.38066887855529785,0.0
218,1.3516401331514771e-08,6.239861249923706e-08,0.08451413365080952,0.35537442564964294,0.0
219,1.4416291271857062e-08,7.264316082000732e-08,0.08028378019109368,0.33983325958251953,0.005
220,1.2206728960961755e-08,6.146728992462158e-08,0.07863342555938288,0.33832667768001556,0.09
221,1.3815006028039534e-08,5.21540641784668e-08,0.08849606912117451,0.35581137239933014,0.0
222,1.4325560293571016e-08,7.450580596923828e-08,0.08566282373853028,0.3667534440755844,0.09
223,1.683685724174211e-08,7.729977369308472e-08,0.09907895941287279,0.3889493942260742,0.0
224,1.713357100641133e-08,7.12461769580841e-08,0.09032449087593704,0.36437834799289703,0.03
225,1.5960104349233006e-08,6.05359673500061e-08,0.08682076804339886,0.37558305263519287,0.075
226,1.665369353531787e-08,1.1362135410308838e-07,0.10431147055700421,0.40986742079257965,0.0
227,1.5923033558351563e-08,5.8673322200775146e-08,0.11078180635347962,0.4354429841041565,0.0
228,1.548012740215654e-08,7.916241884231567e-08,0.10014680849388241,0.40394094586372375,0.0
229,1.4267607539864002e-08,5.494803190231323e-08,0.09907065557315946,0.38801127672195435,0.0
230,1.506268709761116e-08,7.264316082000732e-08,0.09171893037855625,0.35534630715847015,0.0
231,1.4146353422006541e-08,6.51925802230835e-08,0.07881684781052173,0.3113485723733902,0.0
232,1.2905365665005775e-08,5.3551048040390015e-08,0.07035220255143941,0.29935501515865326,0.09
233,1.4780962231952799e-08,5.774199962615967e-08,0.07650212794542313,0.28352561593055725,0.0
234,1.348089462283042e-08,5.960464477539063e-08,0.07021970499306918,0.2539919316768646,0.0
235,1.3212630101122613e-08,6.705522537231445e-08,0.06029069564305246,0.22956588864326477,0.0
236,1.2122764125876984e-08,5.122274160385132e-08,0.05833373083267361,0.22216611355543137,0.0
237,1.2151576633812056e-08,5.587935447692871e-08,0.054852220546454195,0.20542620867490768,0.0
238,1.0450239784631776e-08,3.725290298461914e-08,0.047427039343165237,0.18986030668020248,0.0
239,1.028021756610542e-08,4.1676685214042664e-08,0.044006585595197975,0.17366549372673035,0.0
240,7.937228652110662e-09,3.68745531886816e-08,0.04053528297692537,0.16317016631364822,0.08
241,8.171171295145996e-09,3.702007234096527e-08,0.03768578631803393,0.15321838110685349,0.02
242,6.856487377859821e-09,3.605964593589306e-08,0.040468576586572456,0.15378443151712418,0.0
243,6.878114522379519e-09,3.789318725466728e-08,0.038741341412533076,0.1463077887892723,0.005
244,6.433870325395219e-09,2.8870999813079834e-08,0.04075936331879348,0.15015649050474167,0.0
245,6.963682519511849e-09,4.4994521886110306e-08,0.0384067007759586,0.157383494079113,0.005
246,6.751888381728577e-09,3.236345946788788e-08,0.04227697249501944,0.16658521443605423,0.0
247,7.525049916523585e-09,3.5157427191734314e-08,0.04694256297312677,0.17562037706375122,0.0
248,6.303307653610091e-09,3.4691765904426575e-08,0.034441288514062765,0.15495099127292633,0.145
249,7.399648893624544e-09,3.993045538663864e-08,0.040414540234487505,0.16847391426563263,0.09
250,7.955822667327084e-09,3.993045538663864e-08,0.038779554897919295,0.16550471633672714,0.0
251,8.448696853236015e-09,3.734021447598934e-08,0.04040961168473586,0.16453704982995987,0.0
252,6.614618630607083e-09,3.521563485264778e-08,0.03552897784393281,0.17503595352172852,0.165
253,9.143009016554515e-09,3.597233444452286e-08,0.04854698884300888,0.19665859639644623,0.0
254,9.034273773522727e-09,3.725290298461914e-08,0.04586918139830232,0.19099237769842148,0.0
255,9.761922825646252e-09,3.6008714232593775e-08,0.04995292201638222,0.20041999220848083,0.0
256,9.835803282953748e-09,4.353933036327362e-08,0.047016365923918786,0.19515640288591385,0.0
257,9.545217061202038e-09,5.638503353111446e-08,0.04311902196146548,0.20054660737514496,0.145
258,1.0380188264491608e-08,4.289904609322548e-08,0.043862099617253986,0.20375319570302963,0.125
259,1.0796460614415082e-08,4.249159246683121e-08,0.04994396638590842,0.21320445835590363,0.06
260,1.107926461685338e-08,4.8643414629623294e-08,0.05130928413476795,0.20947571098804474,0.0
261,9.041304593893074e-09,4.202593117952347e-08,0.03890641154721379,0.17957843095064163,0.115
262,1.0205940093044319e-08,4.540197551250458e-08,0.0512353099277243,0.20086827874183655,0.0
263,8.795677963746584e-09,3.41096892952919e-08,0.046149041433818636,0.18570786714553833,0.095
264,1.0838205000140988e-08,3.67872416973114e-08,0.049786720825359225,0.18920227140188217,0.0
265,1.1339891692330184e-08,6.961636245250702e-08,0.03874704261077568,0.16208210587501526,0.035
266,1.0389121563036952e-08,5.075708031654358e-08,0.04807130495086312,0.17631109803915024,0.0
267,1.1194133620051616e-08,4.6100467443466187e-08,0.044790217794943604,0.17089656740427017,0.0
268,1.0311960174647083e-08,4.377216100692749e-08,0.047110774125903844,0.1751510128378868,0.09
269,1.1511729347546407e-08,4.6333298087120056e-08,0.048842290015891195,0.1762322261929512,0.0
270,1.3182580360648899e-08,5.9138983488082886e-08,0.0513043743558228,0.18047918379306793,0.0
271,1.4084462485186577e-08,6.798654794692993e-08,0.0526537059340626,0.1891452670097351,0.005
272,1.3154785705182803e-08,5.541369318962097e-08,0.052053408971987666,0.1960696056485176,0.0
273,1.2345226174659274e-08,5.029141902923584e-08,0.05327791404444724,0.2073713093996048,0.01
274,1.3298813605899795e-08,4.7031790018081665e-08,0.05832345211878419,0.22107242792844772,0.0
275,1.1408701539039612e-08,4.6333298087120056e-08,0.044601236595772205,0.2028636708855629,0.17
276,1.3294047640499684e-08,5.21540641784668e-08,0.06488333084620536,0.22697793692350388,0.02
277,1.3699900769381657e-08,5.541369318962097e-08,0.06278390252962708,0.23114876449108124,0.0
278,1.2726814269115039e-08,4.7963112592697144e-08,0.04308381789829582,0.16405778378248215,0.105
279,1.1572119262837077e-08,4.307366907596588e-08,0.06381035960279405,0.23438553512096405,0.01
280,1.3610588212031871e-08,5.075708031654358e-08,0.05510402265470475,0.22131633758544922,0.055
281,1.4569668138619818e-08,5.9138983488082886e-08,0.06189688856713474,0.23103734850883484,0.0
282,1.2660384740570407e-08,4.470348358154297e-08,0.06130124422721565,0.2504991590976715,0.02
283,1.2646851565989436e-08,4.7963112592697144e-08,0.05418596622534096,0.21548117697238922,0.125
284,1.4719771179727559e-08,7.962808012962341e-08,0.06983142805285752,0.27078548073768616,0.0
285,1.2988021325099908e-08,5.4016709327697754e-08,0.07414258218370379,0.27840419113636017,0.0
286,1.2935052140505832e-08,4.7497451305389404e-08,0.06741691686678677,0.26056182384490967,0.0
287,1.1830634250031835e-08,4.563480615615845e-08,0.05380067412741482,0.22514762729406357,0.105
288,8.864008194109374e-09,3.864988684654236e-08,0.053117102663964036,0.20653287321329117,0.15
289,8.858787481358377e-09,3.608874976634979e-08,0.04141339126043022,0.18351253122091293,0.14
290,8.285688579690031e-09,3.3760443329811096e-08,0.04281347810290754,0.18790631741285324,0.15
291,9.548575263806924e-09,4.423782229423523e-08,0.04478661821456626,0.1921723634004593,0.0
292,1.0436670194735598e-08,3.795139491558075e-08,0.0493281631777063,0.20658870786428452,0.0
293,9.064097028499418e-09,3.562308847904205e-08,0.048755099950358274,0.2059442549943924,0.115
294,1.1287157875017328e-08,4.563480615615845e-08,0.05626322980504483,0.2249179258942604,0.0
295,9.350952012709968e-09,5.4249539971351624e-08,0.04424173703417182,0.18873080611228943,0.18
296,1.2605560151257578e-08,4.936009645462036e-08,0.0525185262382729,0.22390848398208618,0.0
