state_id,R_req,action_index,reward_total,source
trial00_episode01_task004,0.9,0,27.14991906741584,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,1,28.32220646923108,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,2,34.76229669623759,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,3,32.31305412959744,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,4,39.67506767951967,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,5,31.200036460706624,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,6,34.660076219302276,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,7,28.32220646923108,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,8,34.76229669623759,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,9,32.31305412959744,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,10,39.67506767951967,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,11,31.200036460706624,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,12,34.660076219302276,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,13,34.76229669623759,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,14,32.31305412959744,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,15,39.67506767951967,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,16,31.200036460706624,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,17,34.660076219302276,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,18,34.76229669623759,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,19,39.67506767951967,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,20,34.76229669623759,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,21,34.76229669623759,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,22,39.67506767951967,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,23,32.31305412959744,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,24,34.660076219302276,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,25,39.67506767951967,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,26,39.67506767951967,supplemental_actual_requirement_0.9
trial00_episode01_task004,0.9,27,34.660076219302276,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,0,65.6644715924531,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,1,67.62568180092589,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,2,77.80155988478595,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,3,74.09645261795285,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,4,85.3161759805471,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,5,68.50325284089418,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,6,69.42402214207344,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,7,67.62568180092589,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,8,77.80155988478595,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,9,74.09645261795285,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,10,85.3161759805471,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,11,68.50325284089418,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,12,69.42402214207344,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,13,77.80155988478595,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,14,74.09645261795285,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,15,85.3161759805471,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,16,68.50325284089418,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,17,69.42402214207344,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,18,77.80155988478595,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,19,85.3161759805471,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,20,77.80155988478595,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,21,77.80155988478595,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,22,85.3161759805471,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,23,74.09645261795285,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,24,74.09645261795285,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,25,85.3161759805471,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,26,85.3161759805471,supplemental_actual_requirement_0.9
trial00_episode02_task014,0.9,27,69.42402214207344,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,0,25.331359429605012,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,1,26.54195505784137,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,2,32.65793666198042,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,3,30.562475737118266,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,4,37.527051105457886,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,5,21.423589903932424,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,6,21.423589903932424,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,7,26.54195505784137,supplemental_actual_requirement_0.9
trial00_episode03_task019,0.9,8,32.65793666198042,supplemental_actual_requirement_0.9
