episode,task_id,Primary,Primary_Start,Primary_End,Primary_Status,Backup,Backup_Start,Backup_End,Backup_Status,Z,Reliability_Requirement,Primary_Effective_Failure_Rate,Backup_Effective_Failure_Rate,Primary_Reliability_Service_Time,Backup_Reliability_Service_Time,Primary_Failure_Probability,Backup_Failure_Probability,Joint_Failure_Probability,Execution_Reliability,Reliability_Satisfied,Task_Reward,Task_Delay,Reliability_Margin,Reliability_Shortfall,Reliability_Excess,Base_Reward,Reliability_Violation_Log10,Reliability_Penalty,action_index,server_j,server_k
1,1,7,2.2623331844836705,2.990957376326588,success,8,2.2623331844836705,3.1785586894070517,success,,0.99,0.01796714403441813,0.006709537760589106,0.3888888888888889,0.35,0.006962868794679967,0.0023455830271445852,1.6331986865036006e-05,0.999983668013135,True,110.70609298906527,0.7286241918429175,0.009983668013134994,0.0,0.009983668013134994,110.70609298906527,0.0,0.0,27,7,8
1,2,7,3.66092135312857,5.050222706773685,success,8,3.66092135312857,4.996793979574131,success,,0.99,0.01796714403441813,0.006709537760589106,1.2777777777777777,1.15,0.022696487323355125,0.00768627675604965,0.00017445148295748003,0.9998255485170425,True,75.4213905748194,1.3358726264455614,0.009825548517042537,0.0,0.009825548517042537,75.4213905748194,0.0,0.0,27,7,8
1,3,7,4.131983812014422,5.439111595662574,success,8,4.131983812014422,5.346793979574131,success,,0.9999,0.01796714403441813,0.006709537760589106,0.3888888888888889,0.35,0.006962868794679967,0.0023455830271445852,1.6331986865036006e-05,0.999983668013135,True,80.53476746163064,1.2148101675597092,8.36680131349743e-05,0.0,8.36680131349743e-05,80.53476746163064,0.0,0.0,27,7,8
1,4,7,4.288370050259254,7.772444928995908,success,8,4.288370050259254,7.446793979574132,success,,0.9,0.01796714403441813,0.006709537760589106,2.3333333333333335,2.1,0.041056705893781666,0.01399122940987969,0.0005744337909738588,0.9994255662090261,True,36.959287233347474,3.1584239293148775,0.0994255662090261,0.0,0.0994255662090261,36.959287233347474,0.0,0.0,27,7,8
1,5,4,5.520565589164426,6.232890674167585,success,8,5.520565589164426,7.746793979574131,success,,0.999,0.025658406984209833,0.006709537760589106,0.42857142857142855,0.3,0.010936220079648794,0.0020108368813515493,2.1990954678735172e-05,0.9999780090453213,True,112.13895819880946,0.712325085003159,0.0009780090453213042,0.0,0.0009780090453213042,112.13895819880946,0.0,0.0,21,4,8
1,6,7,9.618180670355725,12.190420804034305,success,8,9.618180670355725,12.073766078338544,success,,0.99,0.01796714403441813,0.006709537760589106,2.388888888888889,2.15,0.04201342123461737,0.014321957084959595,0.0006017144159145201,0.9993982855840855,True,46.68936913983368,2.4555854079828183,0.009398285584085508,0.0,0.009398285584085508,46.68936913983368,0.0,0.0,27,7,8
1,7,7,9.691697305508452,13.912643026256529,success,8,9.691697305508452,13.623766078338544,success,,0.9,0.01796714403441813,0.006709537760589106,1.7222222222222223,1.55,0.030469567330871417,0.010345892759427343,0.0003152348760313465,0.9996847651239686,True,29.5477783778243,3.9320687728300925,0.09968476512396862,0.0,0.09968476512396862,29.5477783778243,0.0,0.0,27,7,8
1,8,6,12.596208117863092,14.13712324699468,success,8,12.596208117863092,14.723766078338544,success,,0.9999,0.004377459907240179,0.006709537760589106,1.2941176470588236,1.1,0.005648932553391502,0.007353322590135817,4.153842335500733e-05,0.999958461576645,True,68.04528303153033,1.5409151291315872,5.8461576645019164e-05,0.0,5.8461576645019164e-05,68.04528303153033,0.0,0.0,26,6,8
1,9,7,17.932600966698708,19.529720149758898,success,8,17.932600966698708,19.572244049576803,success,,0.9,0.01796714403441813,0.006709537760589106,1.3333333333333333,1.2,0.023671520225693563,0.008019119242270074,0.00018982474333564448,0.9998101752566644,True,66.25429258509463,1.5971191830601903,0.09981017525666436,0.0,0.09981017525666436,66.25429258509463,0.0,0.0,27,7,8
1,10,7,19.11447281183623,20.14083126087001,success,8,19.11447281183623,20.122244049576803,success,,0.999,0.01796714403441813,0.006709537760589106,0.6111111111111112,0.55,0.01091986203441158,0.0036834451792622236,4.022271316886191e-05,0.9999597772868312,True,91.05661401715851,1.0077712377405739,0.0009597772868311649,0.0,0.0009597772868311649,91.05661401715851,0.0,0.0,27,7,8
1,11,6,19.38792474806686,21.917184495685802,success,8,19.38792474806686,22.122244049576803,success,,0.9999,0.004377459907240179,0.006709537760589106,2.3529411764705883,2.0,0.010247043283932118,0.013329441112173325,0.00013658736002706434,0.9998634126399729,False,-8.94188435311398,2.5292597476189407,-3.658736002709606e-05,3.658736002709606e-05,0.0,-7.587779242856822,0.1354105110257159,1.354105110257159,26,6,8
1,12,7,21.677529738068515,23.273075433758223,success,8,21.677529738068515,23.3571429345884,success,,0.999,0.01796714403441813,0.006709537760589106,1.2777777777777777,1.15,0.022696487323355125,0.00768627675604965,0.00017445148295748003,0.9998255485170425,True,66.30324602647802,1.595545695689708,0.0008255485170425292,0.0,0.0008255485170425292,66.30324602647802,0.0,0.0,27,7,8
1,13,7,22.507625570036982,24.050853211536,success,8,22.507625570036982,24.0571429345884,success,,0.999,0.01796714403441813,0.006709537760589106,0.7777777777777778,0.7,0.013877256047508007,0.004685664294551942,6.502416316816327e-05,0.9999349758368319,True,67.96982886141892,1.5432276414990191,0.0009349758368318861,0.0,0.0009349758368318861,67.96982886141892,0.0,0.0,27,7,8
1,14,7,22.896464269139518,24.93974210042489,success,8,22.896464269139518,24.8571429345884,success,,0.9,0.01796714403441813,0.006709537760589106,0.8888888888888888,0.8,0.015843937788688874,0.005353250221765297,8.481656348093427e-05,0.9999151834365191,True,56.47347189237852,1.9606786654488815,0.09991518343651906,0.0,0.09991518343651906,56.47347189237852,0.0,0.0,27,7,8
1,15,7,24.19969859558104,25.32863098931378,success,8,24.19969859558104,25.2071429345884,success,,0.999,0.01796714403441813,0.006709537760589106,0.3888888888888889,0.35,0.006962868794679967,0.0023455830271445852,1.6331986865036006e-05,0.999983668013135,True,91.07540629681993,1.0074443390073604,0.0009836680131349862,0.0,0.0009836680131349862,91.07540629681993,0.0,0.0,27,7,8
1,16,7,24.324378578060674,25.71751987820267,success,8,24.324378578060674,25.557142934588402,success,,0.99,0.01796714403441813,0.006709537760589106,0.3888888888888889,0.35,0.006962868794679967,0.0023455830271445852,1.6331986865036006e-05,0.999983668013135,True,79.73449002033315,1.2327643565277278,0.009983668013134994,0.0,0.009983668013134994,79.73449002033315,0.0,0.0,27,7,8
1,17,7,24.58529213769254,26.495297655980448,success,8,24.58529213769254,26.2571429345884,success,,0.99,0.01796714403441813,0.006709537760589106,0.7777777777777778,0.7,0.013877256047508007,0.004685664294551942,6.502416316816327e-05,0.9999349758368319,True,64.00341651866145,1.6718507968958605,0.009934975836831894,0.0,0.009934975836831894,64.00341651866145,0.0,0.0,27,7,8
1,18,7,25.993041226116045,28.550853211536,success,8,25.993041226116045,28.464945644814932,success,,0.9,0.01796714403441813,0.006709537760589106,2.0555555555555554,1.85,0.03625877840489791,0.012335925738047728,0.0004472855977551493,0.9995527144022448,True,46.41680438859635,2.4719044186988874,0.09955271440224478,0.0,0.09955271440224478,46.41680438859635,0.0,0.0,27,7,8
1,19,7,28.390458037273966,31.21404769759155,success,8,28.390458037273966,31.179774137803275,success,,0.9,0.01796714403441813,0.006709537760589106,2.5,2.25,0.04392398939087213,0.014983079673681171,0.0006581166326293636,0.9993418833673706,True,41.60172088529412,2.789316100529309,0.0993418833673706,0.0,0.0993418833673706,41.60172088529412,0.0,0.0,27,7,8
1,20,6,32.5049443441431,,,7,32.5049443441431,33.77888283635609,success,,0.9999,0.004377459907240179,0.01796714403441813,1.1176470588235294,1.0555555555555556,0.004880506625431205,0.01878660859423441,9.168816771354385e-05,0.9999083118322865,True,77.95633587949916,1.2739384922129915,8.311832286445053e-06,0.0,8.311832286445053e-06,77.95633587949916,0.0,0.0,25,6,7
1,21,4,33.00149522934854,35.73918453003039,success,8,33.00149522934854,35.05088632322846,success,,0.9,0.025658406984209833,0.006709537760589106,2.5714285714285716,1.8,0.06384925284206432,0.012004531683580837,0.0007664803787155249,0.9992335196212845,True,54.47031155952859,2.049391093879919,0.09923351962128446,0.0,0.09923351962128446,54.47031155952859,0.0,0.0,21,4,8
1,22,7,33.41594251310202,36.22332728080053,success,8,33.41594251310202,,,,0.9,0.01796714403441813,0.006709537760589106,2.4444444444444446,2.2,0.04296918208288921,0.014652573827157032,0.0006296091127620874,0.9993703908872379,True,41.35273078652955,2.8073847676985153,0.09937039088723787,0.0,0.09937039088723787,41.35273078652955,0.0,0.0,27,7,8
