episode,task_id,Primary,Primary_Start,Primary_End,Primary_Status,Backup,Backup_Start,Backup_End,Backup_Status,Z,Reliability_Requirement,Primary_Effective_Failure_Rate,Backup_Effective_Failure_Rate,Primary_Reliability_Service_Time,Backup_Reliability_Service_Time,Primary_Failure_Probability,Backup_Failure_Probability,Joint_Failure_Probability,Execution_Reliability,Reliability_Satisfied,Task_Reward,Task_Delay,Reliability_Margin,Reliability_Shortfall,Reliability_Excess,Base_Reward,Reliability_Violation_Log10,Reliability_Penalty,action_index,server_j,server_k
1,1,7,2.257557110544749,2.9861813023876667,success,8,2.257557110544749,,,,0.99,0.008383525097938806,0.0012242761342990674,0.3888888888888889,0.35,0.003254950884462436,0.0004284048554276889,1.3944367630823579e-06,0.9999986055632369,True,110.70609298906527,0.7286241918429175,0.00999860556323695,0.0,0.00999860556323695,110.70609298906527,0.0,0.0,27,7,8
1,2,3,3.06271341777473,5.18215022238201,success,7,3.06271341777473,4.452014771419845,success,,0.99,0.045602372425803284,0.008383525097938806,1.9166666666666667,1.2777777777777777,0.08369366847202048,0.010655109906243439,0.0008917652360260796,0.9991082347639739,True,73.35816602014219,1.3893013536451146,0.009108234763973933,0.0,0.009108234763973933,73.35816602014219,0.0,0.0,16,3,7
1,3,2,6.609065749824801,7.545310651069017,success,6,6.609065749824801,7.342131810936347,success,,0.9999,0.01738314606625516,0.010433264809102212,0.6363636363636364,0.4117647058823529,0.011001043080677265,0.0042868353922894615,4.715966083034839e-05,0.9999528403391696,True,110.32249998433606,0.733066061111546,5.2840339169635264e-05,0.0,5.2840339169635264e-05,110.32249998433606,0.0,0.0,10,2,6
1,4,7,8.45076914641335,11.108457034794567,success,8,8.45076914641335,11.091360071493156,success,,0.9,0.008383525097938806,0.0012242761342990674,2.3333333333333335,2.1,0.019371472751250108,0.0025676777437676898,4.973969944738716e-05,0.9999502603005526,True,43.74889149233469,2.640590925079806,0.09995026030055254,0.0,0.09995026030055254,43.74889149233469,0.0,0.0,27,7,8
1,5,6,10.296344161228285,11.014111467396813,success,8,10.296344161228285,11.391360071493157,success,,0.999,0.010433264809102212,0.0012242761342990674,0.35294117647058826,0.3,0.003675557297748064,0.000367215400204116,1.3497212440657145e-06,0.9999986502787559,True,111.65604028528523,0.7177673061685272,0.000998650278755897,0.0,0.000998650278755897,111.65604028528523,0.0,0.0,26,6,8
1,6,5,13.167298570304622,,,7,13.167298570304622,15.739538703983202,success,,0.99,0.003016364108659551,0.008383525097938806,2.8666666666666667,2.388888888888889,0.00860963343573337,0.019828095510538126,0.00017071263407444378,0.9998292873659256,True,44.79820052207577,2.57224013367858,0.009829287365925587,0.0,0.009829287365925587,44.79820052207577,0.0,0.0,23,5,7
1,7,3,13.345152617184512,16.337843362083543,success,7,13.345152617184512,,,,0.9,0.045602372425803284,0.008383525097938806,2.5833333333333335,1.7222222222222223,0.11113163808322774,0.014334560907914753,0.0015930232349003668,0.9984069767650996,True,38.933889236009385,2.992690744899031,0.09840697676509957,0.0,0.09840697676509957,38.933889236009385,0.0,0.0,16,3,7
1,8,6,16.33048869796067,17.871403827092255,success,8,16.33048869796067,17.718419093712228,success,,0.9999,0.010433264809102212,0.0012242761342990674,1.2941176470588236,1.1,0.013411130682836399,0.0013457973491660064,1.804866412228012e-05,0.9999819513358778,True,73.40976313277876,1.3879303957515567,8.195133587773906e-05,0.0,8.195133587773906e-05,73.40976313277876,0.0,0.0,26,6,8
1,9,3,17.364663687031655,19.844274322898666,success,4,17.364663687031655,19.372044789902766,success,,0.9,0.045602372425803284,0.019164044246131447,2.0,1.7142857142857142,0.08716920564071384,0.032318860467106574,0.00281720939413075,0.9971827906058692,True,55.403074536469695,2.0073811028711113,0.09718279060586921,0.0,0.09718279060586921,55.403074536469695,0.0,0.0,13,3,4
1,10,2,17.510634219755286,18.820827297523742,success,7,17.510634219755286,18.354390139192738,success,,0.999,0.01738314606625516,0.008383525097938806,1.0,0.6111111111111112,0.017232930846444457,0.005110163797540621,8.806309933702152e-05,0.9999119369006629,True,101.60800775048706,0.8437559194374522,0.0009119369006629352,0.0,0.0009119369006629352,101.60800775048706,0.0,0.0,11,2,7
1,11,7,18.887833116585824,21.233478338611896,success,8,18.887833116585824,21.093538116258905,success,,0.9999,0.008383525097938806,0.0012242761342990674,2.2222222222222223,2.0,0.018457588966912884,0.0024455570096735308,4.5139086079706625e-05,0.9999548609139203,True,51.22856342993059,2.205704999673081,5.486091392026271e-05,0.0,5.486091392026271e-05,51.22856342993059,0.0,0.0,27,7,8
1,12,5,20.455383082491842,22.783136210605004,success,8,20.455383082491842,22.243538116258904,success,,0.999,0.003016364108659551,0.0012242761342990674,1.5333333333333334,1.15,0.004614412367507867,0.0014069269034967,6.492140903674719e-06,0.9999935078590964,True,60.76571155585365,1.7881550337670618,0.0009935078590963542,0.0,0.0009935078590963542,60.76571155585365,0.0,0.0,24,5,8
1,13,5,20.98598645709642,,,6,20.98598645709642,22.107735633366385,success,,0.999,0.003016364108659551,0.010433264809102212,0.9333333333333333,0.8235294117647058,0.0028113140028255107,0.008555293826898338,2.405161733384595e-05,0.9999759483826661,True,84.94860548034605,1.1217491762699652,0.0009759483826661253,0.0,0.0009759483826661253,84.94860548034605,0.0,0.0,22,5,6
