state_id,trial_id,task_id,action_index,snapshot_match,prefix_match,arrival_stream_match,hazard_match,safe_mask_size,effective_set_size
trial_007_ep1_task002,7,2,0,True,True,True,True,27,27
trial_007_ep1_task002,7,2,1,True,True,True,True,27,27
trial_007_ep1_task002,7,2,2,True,True,True,True,27,27
trial_007_ep1_task002,7,2,3,True,True,True,True,27,27
trial_007_ep1_task002,7,2,4,True,True,True,True,27,27
trial_007_ep1_task002,7,2,5,True,True,True,True,27,27
trial_007_ep1_task002,7,2,6,True,True,True,True,27,27
trial_007_ep1_task002,7,2,7,True,True,True,True,27,27
trial_007_ep1_task002,7,2,9,True,True,True,True,27,27
trial_007_ep1_task002,7,2,10,True,True,True,True,27,27
trial_007_ep1_task002,7,2,11,True,True,True,True,27,27
trial_007_ep1_task002,7,2,12,True,True,True,True,27,27
trial_007_ep1_task002,7,2,13,True,True,True,True,27,27
trial_007_ep1_task002,7,2,14,True,True,True,True,27,27
trial_007_ep1_task002,7,2,15,True,True,True,True,27,27
trial_007_ep1_task002,7,2,16,True,True,True,True,27,27
trial_007_ep1_task002,7,2,17,True,True,True,True,27,27
trial_007_ep1_task002,7,2,18,True,True,True,True,27,27
trial_007_ep1_task002,7,2,19,True,True,True,True,27,27
trial_007_ep1_task002,7,2,20,True,True,True,True,27,27
trial_007_ep1_task002,7,2,21,True,True,True,True,27,27
trial_007_ep1_task002,7,2,22,True,True,True,True,27,27
trial_007_ep1_task002,7,2,23,True,True,True,True,27,27
trial_007_ep1_task002,7,2,24,True,True,True,True,27,27
trial_007_ep1_task002,7,2,25,True,True,True,True,27,27
trial_007_ep1_task002,7,2,26,True,True,True,True,27,27
trial_007_ep1_task002,7,2,27,True,True,True,True,27,27
trial_007_ep1_task003,7,3,1,True,True,True,True,20,20
trial_007_ep1_task003,7,3,3,True,True,True,True,20,20
trial_007_ep1_task003,7,3,4,True,True,True,True,20,20
trial_007_ep1_task003,7,3,5,True,True,True,True,20,20
trial_007_ep1_task003,7,3,6,True,True,True,True,20,20
trial_007_ep1_task003,7,3,10,True,True,True,True,20,20
trial_007_ep1_task003,7,3,12,True,True,True,True,20,20
trial_007_ep1_task003,7,3,14,True,True,True,True,20,20
trial_007_ep1_task003,7,3,15,True,True,True,True,20,20
trial_007_ep1_task003,7,3,16,True,True,True,True,20,20
trial_007_ep1_task003,7,3,17,True,True,True,True,20,20
trial_007_ep1_task003,7,3,19,True,True,True,True,20,20
trial_007_ep1_task003,7,3,20,True,True,True,True,20,20
trial_007_ep1_task003,7,3,21,True,True,True,True,20,20
trial_007_ep1_task003,7,3,22,True,True,True,True,20,20
trial_007_ep1_task003,7,3,23,True,True,True,True,20,20
trial_007_ep1_task003,7,3,24,True,True,True,True,20,20
trial_007_ep1_task003,7,3,25,True,True,True,True,20,20
trial_007_ep1_task003,7,3,26,True,True,True,True,20,20
trial_007_ep1_task003,7,3,27,True,True,True,True,20,20
trial_007_ep1_task004,7,4,0,True,True,True,True,28,28
trial_007_ep1_task004,7,4,1,True,True,True,True,28,28
trial_007_ep1_task004,7,4,2,True,True,True,True,28,28
trial_007_ep1_task004,7,4,3,True,True,True,True,28,28
trial_007_ep1_task004,7,4,4,True,True,True,True,28,28
trial_007_ep1_task004,7,4,5,True,True,True,True,28,28
trial_007_ep1_task004,7,4,6,True,True,True,True,28,28
trial_007_ep1_task004,7,4,7,True,True,True,True,28,28
trial_007_ep1_task004,7,4,8,True,True,True,True,28,28
trial_007_ep1_task004,7,4,9,True,True,True,True,28,28
trial_007_ep1_task004,7,4,10,True,True,True,True,28,28
trial_007_ep1_task004,7,4,11,True,True,True,True,28,28
trial_007_ep1_task004,7,4,12,True,True,True,True,28,28
trial_007_ep1_task004,7,4,13,True,True,True,True,28,28
trial_007_ep1_task004,7,4,14,True,True,True,True,28,28
trial_007_ep1_task004,7,4,15,True,True,True,True,28,28
trial_007_ep1_task004,7,4,16,True,True,True,True,28,28
trial_007_ep1_task004,7,4,17,True,True,True,True,28,28
trial_007_ep1_task004,7,4,18,True,True,True,True,28,28
trial_007_ep1_task004,7,4,19,True,True,True,True,28,28
trial_007_ep1_task004,7,4,20,True,True,True,True,28,28
trial_007_ep1_task004,7,4,21,True,True,True,True,28,28
trial_007_ep1_task004,7,4,22,True,True,True,True,28,28
trial_007_ep1_task004,7,4,23,True,True,True,True,28,28
trial_007_ep1_task004,7,4,24,True,True,True,True,28,28
trial_007_ep1_task004,7,4,25,True,True,True,True,28,28
trial_007_ep1_task004,7,4,26,True,True,True,True,28,28
trial_007_ep1_task004,7,4,27,True,True,True,True,28,28
trial_007_ep1_task006,7,6,1,True,True,True,True,25,25
trial_007_ep1_task006,7,6,3,True,True,True,True,25,25
trial_007_ep1_task006,7,6,4,True,True,True,True,25,25
trial_007_ep1_task006,7,6,5,True,True,True,True,25,25
trial_007_ep1_task006,7,6,6,True,True,True,True,25,25
trial_007_ep1_task006,7,6,7,True,True,True,True,25,25
trial_007_ep1_task006,7,6,9,True,True,True,True,25,25
trial_007_ep1_task006,7,6,10,True,True,True,True,25,25
trial_007_ep1_task006,7,6,11,True,True,True,True,25,25
trial_007_ep1_task006,7,6,12,True,True,True,True,25,25
trial_007_ep1_task006,7,6,13,True,True,True,True,25,25
trial_007_ep1_task006,7,6,14,True,True,True,True,25,25
trial_007_ep1_task006,7,6,15,True,True,True,True,25,25
trial_007_ep1_task006,7,6,16,True,True,True,True,25,25
trial_007_ep1_task006,7,6,17,True,True,True,True,25,25
trial_007_ep1_task006,7,6,18,True,True,True,True,25,25
trial_007_ep1_task006,7,6,19,True,True,True,True,25,25
trial_007_ep1_task006,7,6,20,True,True,True,True,25,25
trial_007_ep1_task006,7,6,21,True,True,True,True,25,25
trial_007_ep1_task006,7,6,22,True,True,True,True,25,25
trial_007_ep1_task006,7,6,23,True,True,True,True,25,25
trial_007_ep1_task006,7,6,24,True,True,True,True,25,25
trial_007_ep1_task006,7,6,25,True,True,True,True,25,25
trial_007_ep1_task006,7,6,26,True,True,True,True,25,25
trial_007_ep1_task006,7,6,27,True,True,True,True,25,25
trial_007_ep1_task007,7,7,0,True,True,True,True,28,28
trial_007_ep1_task007,7,7,1,True,True,True,True,28,28
trial_007_ep1_task007,7,7,2,True,True,True,True,28,28
trial_007_ep1_task007,7,7,3,True,True,True,True,28,28
trial_007_ep1_task007,7,7,4,True,True,True,True,28,28
trial_007_ep1_task007,7,7,5,True,True,True,True,28,28
trial_007_ep1_task007,7,7,6,True,True,True,True,28,28
trial_007_ep1_task007,7,7,7,True,True,True,True,28,28
trial_007_ep1_task007,7,7,8,True,True,True,True,28,28
trial_007_ep1_task007,7,7,9,True,True,True,True,28,28
trial_007_ep1_task007,7,7,10,True,True,True,True,28,28
trial_007_ep1_task007,7,7,11,True,True,True,True,28,28
trial_007_ep1_task007,7,7,12,True,True,True,True,28,28
trial_007_ep1_task007,7,7,13,True,True,True,True,28,28
trial_007_ep1_task007,7,7,14,True,True,True,True,28,28
trial_007_ep1_task007,7,7,15,True,True,True,True,28,28
trial_007_ep1_task007,7,7,16,True,True,True,True,28,28
trial_007_ep1_task007,7,7,17,True,True,True,True,28,28
trial_007_ep1_task007,7,7,18,True,True,True,True,28,28
trial_007_ep1_task007,7,7,19,True,True,True,True,28,28
trial_007_ep1_task007,7,7,20,True,True,True,True,28,28
trial_007_ep1_task007,7,7,21,True,True,True,True,28,28
trial_007_ep1_task007,7,7,22,True,True,True,True,28,28
trial_007_ep1_task007,7,7,23,True,True,True,True,28,28
trial_007_ep1_task007,7,7,24,True,True,True,True,28,28
trial_007_ep1_task007,7,7,25,True,True,True,True,28,28
trial_007_ep1_task007,7,7,26,True,True,True,True,28,28
trial_007_ep1_task007,7,7,27,True,True,True,True,28,28
trial_007_ep1_task008,7,8,4,True,True,True,True,12,12
trial_007_ep1_task008,7,8,6,True,True,True,True,12,12
trial_007_ep1_task008,7,8,14,True,True,True,True,12,12
trial_007_ep1_task008,7,8,15,True,True,True,True,12,12
trial_007_ep1_task008,7,8,16,True,True,True,True,12,12
trial_007_ep1_task008,7,8,17,True,True,True,True,12,12
trial_007_ep1_task008,7,8,22,True,True,True,True,12,12
trial_007_ep1_task008,7,8,23,True,True,True,True,12,12
trial_007_ep1_task008,7,8,24,True,True,True,True,12,12
trial_007_ep1_task008,7,8,25,True,True,True,True,12,12
trial_007_ep1_task008,7,8,26,True,True,True,True,12,12
trial_007_ep1_task008,7,8,27,True,True,True,True,12,12
trial_007_ep1_task015,7,15,0,True,True,True,True,27,27
trial_007_ep1_task015,7,15,1,True,True,True,True,27,27
trial_007_ep1_task015,7,15,2,True,True,True,True,27,27
trial_007_ep1_task015,7,15,3,True,True,True,True,27,27
trial_007_ep1_task015,7,15,4,True,True,True,True,27,27
trial_007_ep1_task015,7,15,5,True,True,True,True,27,27
trial_007_ep1_task015,7,15,6,True,True,True,True,27,27
trial_007_ep1_task015,7,15,7,True,True,True,True,27,27
trial_007_ep1_task015,7,15,9,True,True,True,True,27,27
