state_id,trial_id,episode,task_id,action_index,server_j,server_k,pair,requirement,load_tertile,safe_set_size,safe_set_empty,effective_set_size,estimated_latency,reliability,rho,queue_j_seconds,queue_k_seconds,total_backlog_seconds,maximum_backlog_seconds,actor_probability,sampled_ppo_action,ppo_high_probability_action,critic_value,proxy_reward,proxy_base_reward,proxy_reliability_penalty,known_reliability_satisfied,known_reliability_violation_log10,known_reliability_penalty,latency_component_is_estimated,q_h1,effective_h_h1,future_latency_h1,future_reward_h1,future_queue_h1,future_backlog_h1,future_wait_h1,future_utilization_h1,q_h5,effective_h_h5,future_latency_h5,future_reward_h5,future_queue_h5,future_backlog_h5,future_wait_h5,future_utilization_h5,q_h10,effective_h_h10,future_latency_h10,future_reward_h10,future_queue_h10,future_backlog_h10,future_wait_h10,future_utilization_h10,q_h20,effective_h_h20,future_latency_h20,future_reward_h20,future_queue_h20,future_backlog_h20,future_wait_h20,future_utilization_h20,q_h50,effective_h_h50,future_latency_h50,future_reward_h50,future_queue_h50,future_backlog_h50,future_wait_h50,future_utilization_h50
trial_008_ep1_task005,8,1,5,0,1,2,"(1, 2)",0.999,medium,28,False,28,0.8859589331726216,0.9999218006580729,0.021009369147363816,0.0,0.0,1.6071287838311523,0.812112873566281,0.01030761655420065,26,27,43.1006965637207,98.6571548500321,98.6571548500321,0.0,True,0.0,0.0,True,142.40604634236686,1,0.8859589331726205,98.65715485003217,0.0,0.0,0.0,0.1198461790521465,207.07539401829908,5,1.96924026207458,62.24041645547315,2.0,0.5685544812939118,0.27115493880469455,0.24498698921610604,424.6425551655134,10,1.681573163511262,70.06722038106241,2.0,0.8558781276292151,0.17765232566545563,0.2661426608686828,618.0384260028551,20,1.7278964196077506,71.41981131560615,5.0,3.9710794872052935,0.09350122403445034,0.22486934165707506,689.7132303749087,50,1.8695776378529745,67.83669570094429,0.0,0.0,0.289403023592884,0.279952279993541
trial_008_ep1_task005,8,1,5,1,1,3,"(1, 3)",0.999,medium,28,False,28,0.964324165070104,0.9998131947447343,0.18306787663613355,0.0,0.0,1.6071287838311523,0.812112873566281,0.01151079311966896,26,27,43.1006965637207,93.62551068620874,93.62551068620874,0.0,True,0.0,0.0,True,137.3744021785434,1,0.9643241650701047,93.62551068620871,0.0,0.0,0.0,0.11786710959571228,202.0437498544756,5,1.9849133084540767,61.234087622708465,2.0,0.5685544812939118,0.27115493880469455,0.2441994109324879,419.6109110016899,10,1.6894096867010102,69.56405596468005,2.0,0.8558781276292151,0.17765232566545563,0.26574024568599686,613.0067818390318,20,1.731814681202625,71.16822910741499,5.0,3.9710794872052935,0.09350122403445034,0.22469448972881712,684.6815862110853,50,1.8711449424909246,67.73606281766781,0.0,0.0,0.289403023592884,0.2798715157262367
trial_008_ep1_task005,8,1,5,2,1,4,"(1, 4)",0.999,medium,28,False,28,0.7123250850031588,0.9999322199960013,0.05616030311880285,0.0,0.0,1.6071287838311523,0.812112873566281,0.017933692783117294,26,27,43.1006965637207,112.13895819880946,112.13895819880946,0.0,True,0.0,0.0,True,155.88784969114425,1,0.7123250850031582,112.13895819880955,0.0,0.0,0.0,0.11475714330702992,220.55719736707647,5,1.9345134924406875,64.93677712522864,2.0,0.5685544812939118,0.27115493880469455,0.24296178791537365,438.12435851429075,10,1.6642097786943153,71.41540071594014,2.0,0.8558781276292151,0.17765232566545563,0.26510787897034743,631.5202293516326,20,1.7192147271992773,72.09390148304503,5.0,3.9710794872052935,0.09350122403445034,0.22441972241298325,703.1950337236862,50,1.8661049608895854,68.10633176791983,0.0,0.0,0.289403023592884,0.2797446004490442
trial_008_ep1_task005,8,1,5,3,1,5,"(1, 5)",0.999,medium,28,False,28,1.0384457269713931,0.9999900079352552,0.35189398947555517,0.0,0.0,1.6071287838311523,0.812112873566281,0.017274539917707443,26,27,43.1006965637207,89.32754256368149,89.32754256368149,0.0,True,0.0,0.0,True,133.07643405601624,1,1.0384457269713927,89.32754256368156,0.0,0.0,0.0,0.11351315679155699,197.74578173194845,5,1.9997376208343343,60.374493998203036,2.0,0.5685544812939118,0.27115493880469455,0.24246673870852795,415.31294287916273,10,1.6968218428911392,69.13425915242735,2.0,0.8558781276292151,0.17765232566545563,0.2648549322840877,608.7088137165046,20,1.7355207592976893,70.95333070128864,5.0,3.9710794872052935,0.09350122403445034,0.2243098154866497,680.3836180885581,50,1.87262737372895,67.65010345521726,0.0,0.0,0.289403023592884,0.2796938343381672
trial_008_ep1_task005,8,1,5,4,1,6,"(1, 6)",0.999,medium,28,False,28,0.7177673061685271,0.9999695423317054,0.06799478979999132,0.0,0.0,1.6071287838311523,0.812112873566281,0.022771557793021202,26,27,43.1006965637207,111.65604028528523,111.65604028528523,0.0,True,0.0,0.0,True,155.40493177761994,1,0.7177673061685272,111.65604028528523,0.0,0.0,0.0,0.11146423782489565,220.07427945355215,5,1.9356019366737613,64.84019354252378,2.0,0.5685544812939118,0.27115493880469455,0.24165136354431152,437.64144060076643,10,1.6647540008108526,71.36710892458771,2.0,0.8558781276292151,0.17765232566545563,0.26443831421260106,631.0373114381083,20,1.7194868382575457,72.0697555873688,5.0,3.9710794872052935,0.09350122403445034,0.224128792313865,702.7121158101619,50,1.8662138053128927,68.09667340964934,0.0,0.0,0.289403023592884,0.279610219567311
trial_008_ep1_task005,8,1,5,5,1,7,"(1, 7)",0.999,medium,28,False,28,1.1454462068996143,0.999976875508531,0.13817150844591128,0.0,0.812112873566281,1.6071287838311523,0.812112873566281,0.028186839073896408,26,27,43.1006965637207,83.78005105667813,83.78005105667813,0.0,True,0.0,0.0,True,127.52894254901275,1,1.1454462068996154,83.78005105667806,0.0,0.0,0.27836729138886174,0.11061052158878679,192.19829022494497,5,2.021137716819979,59.26499569680234,2.0,0.5685544812939118,0.34074676165191,0.2413116238925547,409.76545137215925,10,1.7075218908839613,68.579510001727,2.0,0.8558781276292151,0.20548905480434182,0.2642647233494816,603.161322209501,20,1.7408707832941004,70.67595612593846,5.0,3.9710794872052935,0.10815213410754831,0.2240533659918714,674.8361265815546,50,1.8747673833275145,67.5391536250772,0.0,0.0,0.29497036942066124,0.27957538007945426
trial_008_ep1_task005,8,1,5,6,1,8,"(1, 8)",0.999,medium,28,False,28,1.0950159102648713,0.9999969570533266,0.025396350832529932,0.0,0.7950159102648713,1.6071287838311523,0.812112873566281,0.02586723305284977,26,27,43.1006965637207,86.30634802830659,86.30634802830659,0.0,True,0.0,0.0,True,130.0552395206413,1,1.0950159102648716,86.30634802830659,0.0,0.0,0.18469271280863797,0.10915920398740167,194.7245871965735,5,2.01105165749303,59.77025509112805,2.0,0.5685544812939118,0.31732811700685404,0.24073406648456805,412.2917483437878,10,1.7024788612204869,68.83213969888985,2.0,0.8558781276292151,0.19612159694631942,0.26396961888217857,605.6876191811297,20,1.7383492684623634,70.80227097451987,5.0,3.9710794872052935,0.1032218931296418,0.22392514124448223,677.3624235531832,50,1.8737587773948194,67.58967956450977,0.0,0.0,0.29309687784905675,0.27951615295009774
trial_008_ep1_task005,8,1,5,7,2,3,"(2, 3)",0.999,medium,28,False,28,0.8859589331726216,0.9997872618993322,0.05198802542815817,0.0,0.0,1.6071287838311523,0.812112873566281,0.014772816561162472,26,27,43.1006965637207,98.6571548500321,98.6571548500321,0.0,True,0.0,0.0,True,142.40604634236686,1,0.8859589331726205,98.65715485003217,0.0,0.0,0.0,0.11549222624799119,207.07539401829908,5,1.96924026207458,62.24041645547315,2.0,0.5685544812939118,0.27115493880469455,0.2432543169921461,424.6425551655134,10,1.681573163511262,70.06722038106241,2.0,0.8558781276292151,0.17765232566545563,0.26525734746677365,618.0384260028551,20,1.7278964196077506,71.41981131560615,5.0,3.9710794872052935,0.09350122403445034,0.2244846674149076,689.7132303749087,50,1.8695776378529745,67.83669570094429,0.0,0.0,0.289403023592884,0.2797745986054715
trial_008_ep1_task005,8,1,5,8,2,4,"(2, 4)",0.999,medium,28,False,28,0.7123250850031588,0.9999228105799625,0.29867099860174734,0.0,0.0,1.6071287838311523,0.812112873566281,0.02573554217815399,26,27,43.1006965637207,112.13895819880946,112.13895819880946,0.0,True,0.0,0.0,True,155.88784969114425,1,0.7123250850031582,112.13895819880955,0.0,0.0,0.0,0.11238225995930884,220.55719736707647,5,1.9345134924406875,64.93677712522864,2.0,0.5685544812939118,0.27115493880469455,0.2420166939750319,438.12435851429075,10,1.6642097786943153,71.41540071594014,2.0,0.8558781276292151,0.17765232566545563,0.2646249807511243,631.5202293516326,20,1.7192147271992773,72.09390148304503,5.0,3.9710794872052935,0.09350122403445034,0.2242099000990737,703.1950337236862,50,1.8661049608895854,68.10633176791983,0.0,0.0,0.289403023592884,0.27964768332827905
trial_008_ep1_task005,8,1,5,9,2,5,"(2, 5)",0.999,medium,28,False,28,0.8859589331726216,0.9999886208079503,0.05141579143797567,0.0,0.0,1.6071287838311523,0.812112873566281,0.021261220797896385,26,27,43.1006965637207,98.6571548500321,98.6571548500321,0.0,True,0.0,0.0,True,142.40604634236686,1,0.8859589331726205,98.65715485003217,0.0,0.0,0.0,0.1111382734438359,207.07539401829908,5,1.96924026207458,62.24041645547315,2.0,0.5685544812939118,0.27115493880469455,0.24152164476818616,424.6425551655134,10,1.681573163511262,70.06722038106241,2.0,0.8558781276292151,0.17765232566545563,0.26437203406486454,618.0384260028551,20,1.7278964196077506,71.41981131560615,5.0,3.9710794872052935,0.09350122403445034,0.22409999317274015,689.7132303749087,50,1.8695776378529745,67.83669570094429,0.0,0.0,0.289403023592884,0.2795969172174021
