episode,task_id,action_index,selected_pair,R_req,safe_set_size,safe_set_empty,effective_mask,safe_mask,best_achievable_reliability,reliability_deficit,masked_entropy,selected_pair_reliability,selected_rho,old_log_probability,selected_action_safe
1,1,4,"(1, 6)",0.99,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999995858977125,0.0,3.3305938243865967,0.9999353618067299,0.06799478979999132,-3.4202182292938232,True
1,2,18,"(4, 5)",0.99,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999955359801899,0.0,3.330510139465332,0.9998998820269972,0.11444176899201255,-3.333300828933716,True
1,3,24,"(5, 8)",0.9999,26,False,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999995858977125,0.0,3.256441116333008,0.9999987099263342,0.07217003908143543,-3.2193386554718018,True
1,4,20,"(4, 7)",0.9,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999851403728559,0.0,3.3305504322052,0.9998935033315585,0.3447276787973151,-3.2435455322265625,True
1,5,6,"(1, 8)",0.999,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999996957335098,0.0,3.3305985927581787,0.9999910740231693,0.025396350832529932,-3.4130334854125977,True
1,6,25,"(6, 7)",0.99,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999844257841148,0.0,3.3305554389953613,0.9999176757183293,0.3499394055117266,-3.242764949798584,True
1,7,8,"(2, 4)",0.9,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999918964869788,0.0,3.3304061889648438,0.9991729681302481,0.29867099860174734,-3.3058056831359863,True
1,8,5,"(1, 7)",0.9999,14,False,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999959153404233,0.0,2.6367645263671875,0.9999006205082187,0.13817150844591128,-2.7968497276306152,True
1,9,7,"(2, 3)",0.9,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999951398143299,0.0,3.330465078353882,0.9993183111704219,0.05198802542815817,-3.3181216716766357,True
1,10,27,"(7, 8)",0.999,28,False,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9999989777982319,0.0,3.330543041229248,0.9999989777982319,0.12671319237019502,-3.267211437225342,True
