episode,task_id,Primary,Primary_Start,Primary_End,Primary_Status,Backup,Backup_Start,Backup_End,Backup_Status,Z,Reliability_Requirement,Primary_Effective_Failure_Rate,Backup_Effective_Failure_Rate,Primary_Reliability_Service_Time,Backup_Reliability_Service_Time,Primary_Failure_Probability,Backup_Failure_Probability,Joint_Failure_Probability,Execution_Reliability,Reliability_Satisfied,Task_Reward,Task_Delay,Reliability_Margin,Reliability_Shortfall,Reliability_Excess,Base_Reward,Reliability_Violation_Log10,Reliability_Penalty,action_index,server_j,server_k
1,1,6,2.405364629615263,3.3024654825748,success,7,2.405364629615263,3.1339888214581806,success,,0.99,0.001250544424953567,0.002715979645655866,0.4117647058823529,0.3888888888888889,0.0005147975036047915,0.0010556567086447742,5.434494382739806e-07,0.9999994565505618,True,110.70609298906527,0.7286241918429175,0.00999945655056178,0.0,0.00999945655056178,110.70609298906527,0.0,0.0,25,6,7
1,2,6,2.771892303762649,4.655406659045388,success,7,2.771892303762649,4.411766599235959,success,,0.99,0.001250544424953567,0.002715979645655866,1.3529411764705883,1.2777777777777777,0.001690482567510476,0.003464403494188581,5.856513713748177e-06,0.9999941434862862,True,64.94911533158218,1.6398742954733097,0.009994143486286244,0.0,0.009994143486286244,64.94911533158218,0.0,0.0,25,6,7
1,3,6,7.922773963076495,,,7,7.922773963076495,8.536573800625819,success,,0.9999,0.001250544424953567,0.002715979645655866,0.4117647058823529,0.3888888888888889,0.0005147975036047915,0.0010556567086447742,5.434494382739806e-07,0.9999994565505618,True,121.75951421149328,0.6137998375493234,9.945655056176061e-05,0.0,9.945655056176061e-05,121.75951421149328,0.0,0.0,25,6,7
1,4,6,8.639326475285806,11.57327836064833,success,7,8.639326475285806,11.297014363667023,success,,0.9,0.001250544424953567,0.002715979645655866,2.4705882352941178,2.3333333333333335,0.003084812502126035,0.006317247595661021,1.9487524362120752e-05,0.9999805124756379,True,43.49281235064614,2.6576878883812167,0.09998051247563788,0.0,0.09998051247563788,43.49281235064614,0.0,0.0,25,6,7
1,5,6,11.206287792028537,11.926219537118918,success,7,11.206287792028537,11.794999416150429,success,,0.999,0.001250544424953567,0.002715979645655866,0.35294117647058826,0.3333333333333333,0.0004412712317708817,0.0009049168641142582,3.993137792779423e-07,0.9999996006862207,True,124.51501372095149,0.5887116241218919,0.0009996006862207363,0.0,0.0009996006862207363,124.51501372095149,0.0,0.0,25,6,7
1,6,6,13.453147860402886,16.244489974808324,success,7,13.453147860402886,16.025387994081466,success,,0.99,0.001250544424953567,0.002715979645655866,2.5294117647058822,2.388888888888889,0.00315814431841826,0.0064671708473498825,2.0424258867798236e-05,0.9999795757411322,True,44.79820052207577,2.57224013367858,0.009979575741132174,0.0,0.009979575741132174,44.79820052207577,0.0,0.0,25,6,7
1,7,6,22.53146199790699,24.67662937590189,success,7,22.53146199790699,24.478830796490346,success,,0.9,0.001250544424953567,0.002715979645655866,1.8235294117647058,1.7222222222222223,0.0022778063925064547,0.004666597938639557,1.0629606615890628e-05,0.9999893703933841,True,56.78522843111245,1.947368798583355,0.09998937039338407,0.0,0.09998937039338407,56.78522843111245,0.0,0.0,25,6,7
1,8,6,26.10091426705931,27.641829396190893,success,7,26.10091426705931,27.495894726732466,success,,0.9999,0.001250544424953567,0.002715979645655866,1.2941176470588236,1.2222222222222223,0.0016170427839401079,0.0033140271274818356,5.358923652276266e-06,0.9999946410763477,True,73.14515891106021,1.3949804596731568,9.464107634771235e-05,0.0,9.464107634771235e-05,73.14515891106021,0.0,0.0,25,6,7
1,9,6,26.998536435898263,29.053594102073244,success,7,26.998536435898263,28.829228060065798,success,,0.9,0.001250544424953567,0.002715979645655866,1.411764705882353,1.3333333333333333,0.0017639169489435456,0.003614757172654218,6.376131443160025e-06,0.9999936238685568,True,59.65447056555835,1.8306916241675353,0.09999362386855681,0.0,0.09999362386855681,59.65447056555835,0.0,0.0,25,6,7
1,10,6,28.469865634584924,29.700652925602657,success,7,28.469865634584924,29.44033917117691,success,,0.999,0.001250544424953567,0.002715979645655866,0.6470588235294118,0.6111111111111112,0.0008088485099260588,0.001658388690264917,1.3413852209990063e-06,0.999998658614779,True,93.25295239481282,0.9704735365919852,0.000998658614778991,0.0,0.000998658614778991,93.25295239481282,0.0,0.0,25,6,7
